,name,price,sku
1012,Stock VW Type 1 Camshafts - Early & Late,$69.90,
1013,Web Cam Camshafts,$139.95,
1014,Adjustable Cam Gear Kit,$49.90,21-2510
1015,Air Filter Cleaner,$12.90,00-9039
1016,Bolt on Cam Gears,From $29.90 to $49.90,
1017,J Tubes  Black or Ceramic Coated,From $27.50 to $74.90,
1018,Straight Cut Steel Adjustable Cam Gear Set,From $44.50 to $99.90,
1019,Heater Boxes,From $139.90 to $269.90,
1020,Replacement Air Filter Clips (6),$3.90,
1021,Air Cleaner Adapter Hose,$11.50,
1022,Billet Lifters,From $39.90 to $84.90,
1023,Scat Lightweight Racing Lifters,$74.90,20037
1024,Scat Racing Lifters,From $54.90 to $89.90,
1025,Stainless Steel J-Tubes,$84.90,00-3768
1026,Ultra Lightweight Lifters,$49.90,21-4307
1027,Billet Steering Wheel,$109.90,16-8102
1028,Stainless Steel Stinger,$74.90,00-3772
1029,Billet Steering Wheel Hub Cover,$13.90,16-8105
1030,Tuck Away Dual Exhaust,$149.90,00-3602
1031,Progressive Carb Hat,$34.50,00-9189
1032,1700cc - 2000cc Type 4 Progressive Kit,$329.95,47-0670
1033,34 ICT or EPC Manifolds,From $99.75 to $109.90,
1034,4 Lug and 5 Lug Front Brake Rotors,From $64.95 to $99.95,
1035,Air Filter Base Gaskets,From $3.50 to $7.90,
1036,"Air Jet - Weber DFV, DGV & Empi EPC Progressive",$6.00,
1037,"Air Jets - IDF, IDA & HPMX",$6.00,
1038,Auxiliary Venturi for Weber 48 IDA's or Empi 48 EPC's,$44.50,43-5353
1039,Billet Aluminum Fuel Pump Block Off,From $14.50 to $17.50,
1040,Billet Empi Air Cleaners,From $17.90 to $109.90,
1041,Brass Fuel T,$6.50,
1042,Carb Cable Linkage End,$14.50,43-0605
1043,Carb Floats,$19.90,
1044,Carb Manifold - DCOE & DHLA,$99.90,CCTM
1045,Carb Sync Adapter for Kadrons,$12.90,43-5714
1046,Carb Sync Adapter Hose for 34mm Carbs.,$9.50,43-5713
1047,Carb Sync Tool,$44.95,43-5712
1048,Carb Synch,$22.50,00-5746
1049,Carburetor Base Gaskets,From $2.90 to $5.90,
1050,Carburetor Base Throttle Assembly,$49.90,43-4405
1051,Coil Relocation Kit,$9.90,43-5204
1052,Crankshaft Gland Nuts & Washers,From $4.50 to $32.50,
1053,Cross Shaft Bushing Kit,$11.50,98-1088
1054,Cross Shafts,$17.95,
1055,Deep Off Set Manifolds Only - IDF and HPMX,$129.90,47-7334
1056,Dog House & Early Oil Coolers,From $44.90 to $109.90,
1057,Dual Carb. Linkage Kit for Weber IDF or Empi HPMX,$99.90,43-5223
1058,Dual Port Manifolds for Type 3,$129.90,43-5212
1059,Electric Fuel Pump Mount,$17.90,31-3010
1060,Empi Chrome Velocity Stacks,From $19.90 to $27.50,
1061,"Emulsion Tubes - Weber IDF, IDA & DCOE. Empi HPMX & EPC",$17.50,
1062,Facet Fuel Pump,$52.90,41-2000
1063,Float for 48 IDA or 48/51 Empi EPC,$39.50,43-6973
1064,Fuel Pressure Regulator,$24.50,00-9102
1065,HD Throw Out Bearing Clips,$2.90,32-1208
1066,Heat Riser Block Off Kit,$4.90,00-3447
1067,Holley Red Fuel Pump,$159.90,12-801
1068,IDA Alum. Velocity Stacks,$24.50,43-6052
1069,IDA Dual Carb. Linkage,$99.90,43-5240
1070,IDA Hex Linkage Kit,$109.90,43-5242
1071,IDF & DCOE Enrichment Block off Plate,$4.90,43-5709
1072,IDF & HPMX Manifolds Only,$129.90,43-1019
1073,Idle Jet - DCOE F8 & F9,$6.00,
1074,Idle Jet - DGV DFV EPC Progressive,$6.00,
1075,"Idle Jet - ICT, EPC Series",$6.00,
1076,Idle Jet - IDA & EPC 48's,$6.00,
1077,"Idle Jet - IDF, DCNF & HPMX",$6.00,
1078,Idle Screw with Spring,$2.50,43-5346
1079,Jet Reamer Kits,From $39.90 to $59.90,
1080,Kadron Brosol Solex Velocity Stacks,$29.95,43-4415
1081,Kadron Dual Port Manifolds,$74.90,43-4412
1082,Kadron Linkage Kit,$69.90,43-4410
1083,"Main Jet - IDF, IDA, DCOE, HPMX & EPC 48's",$6.00,
1084,"Main Jet - Weber DGV, DFV, ICT & EPC",$6.00,
1085,Main Jet Screen Cover for IDA & EPC 48/51 Carbs,$14.90,43-5348
1086,Main Venturi's for 40 DCOE and 45 DCOE,From $17.90 to $21.50,
1087,Mixture Screw with Spring for Weber IDA or Empi EPC 48/51mm,$8.90,43-5347
1088,Needle & Seat Weber DCOE & DCNF,$12.90,
1089,Needle and Seat for Weber IDF's and Empi HPMX,$14.50,
1090,New Deluxe Manifolds and Linkage Kit to upgrade your HPMX or IDF's,$229.90,47-7332
1091,Nylon Air Cleaner Fitting,$3.50,00-8998
1092,Oil Breather Filter,$9.90,00-9053
1093,Oil Breather w/Shield,$9.90,00-9052
1094,Pro Velocity Stacks for IDA,$32.50,43-6057
1095,Progressive Carb Manifold,$109.90,00-3232
1096,Pump Jet for Weber IDF or Empi HPMX,$8.90,
1097,Rear Replacement Brake Rotor,From $99.90 to $119.90,
1098,Single IDF Manifold Kit,$134.50,43-5208
1099,Single Port End Casting Kit,$64.90,00-3237
1100,Solex Kadron Rebuild Kit,$27.50,00-2301
1101,Squirter Pump Jet for Weber DCOE,From $8.90 to $11.50,
1102,Stack hold down tab for 48's and 51's IDA and EPC,$1.25,43-5345
1103,Twist Style Linkage,$79.90,17-2945
1104,Type 2 & 4 ICT 34 Manifolds,$109.90,43-5207
1105,Type 2 or Type 4 IDF Manifolds,$129.90,43-5210
1106,Type 3 Weber IDF or HPMX Manifolds,$129.90,43-5213
1107,Uni Link Kit,$11.50,43-0602
1108,Velocity Stack Covers,From $17.50 to $24.90,
1109,Venturi for Empi 40 & 44 HPMX,$19.90,
1110,Venturi for Weber 40 and 44 IDF's,$19.90,
1111,Venturi for Weber 48 IDA and Empi 48/51 EPC's. Each,$19.90,
1112,Venturis for Kadrons,From $29.90 to $32.50,
1113,Weber / Empi 48 Hardware,From $0.90 to $44.50,
1114,Weber ICT or Empi EPC Dual Carb. Linkage Kits,From $94.90 to $109.90,
1115,38 EGAS T-4 Single Carb Kit,$349.95,47-0645
1116,"Dual Kadron kit for Type 2 - 1.7, 1.8 & 2.0",$549.90,
1117,Empi Dual HPMX Carb Kit Type 2/4,$629.90,
1118,356 / 912 Porsche Kits  40 or 44 HPMX,$599.95,
1119,8mm x 11mm wrench (8),$9.50,11-8-Nut
1120,Thing Exhaust,From $144.50 to $274.90,
1121,Dual Exhaust for Type 2 (Bus),From $114.90 to $169.90,
1122,Dual Type 3 Exhuast,$164.90,00-3662
1123,Heater Box Lever Kit,$11.50,
1124,Single Q.P. Exhaust for Type 2 1600cc,$129.90,00-3655
1125,Single Type 3 Exhaust,$139.90,00-3661
1126,Type 2 & 411 1972-1974 Exhaust,$109.90,00-3439
1127,Type 2 Exhaust 75-78,$99.90,00-3714
1128,Ball Joint Disc Brake Spindles,$109.90,22-2952
1129,Clutch Alignment Tool,$3.90,00-5302
1130,Clutch Alignment Tool Water Cooled,$4.95,00-5378
1131,Clutch Bolt Set (6),$7.95,B4-0902-0
1132,Clutch Cable Adjusting Wrench,$6.90,00-5810
1133,Clutch Cable Arm,From $14.50 to $17.50,
1134,Clutch Installation Kit,$9.90,32-1204
1135,Link Pin Center Hub,$47.50,407005
1136,Micro Stub 930 Brake Kit,"$1,490.00",16-2510
1137,Off-Road Competition Exhaust,From $109.90 to $209.90,
1138,Oil Pumps - Stock & HD,From $29.95 to $44.90,
1139,Stock 30 PCT Round Bowl -  SCORE Approved,$114.90,98-1288-B
1140,Throw Out Bearing,From $17.50 to $39.90,
1141,Off-Road Competition Exhaust W / U-Bend,From $109.90 to $329.90,
1142,Oil Filter Pumps,$69.90,
1143,Oil Pump W/ In&Out,$59.90,16-9702
1144,Stock 30 pct carb replacement - New,$119.90,113129027-HS
1145,"Desert Dueler Exhaust 1 3/8""",$179.90,00-3786
1146,HD Aluminum Full Flow Oil Pump Kit,$59.90,
1147,Stock 34 pct Carb.,$114.90,98-1289-B
1148,34 EPC or ICT Carb Only,From $139.50 to $179.50,
1149,Big Motor Off Road Exhaust,$149.90,00-3471
1150,HD Cast Iron Full Flow Pump W/Cover,$52.50,
1151,Baffle for Tri-Mill and Bob Cat Exhausts,$14.50,00-3475-1
1152,Melling Oil Pump 30mm HD,$109.90,31-2955
1153,Off-Road Exhaust w/silencer,From $229.90 to $429.90,
1154,Progressive Carb Only,$214.90,44-1018-1
1155,Spark Arrestor,From $89.90 to $94.50,
1156,U-Bend Only,From $39.90 to $84.50,
1157,40 or 44 Carb Only,$234.50,
1158,Off Road Exhaust with Muffler,From $149.90 to $369.90,
1159,Stock Oil Pump Cover (8mm),$4.90,00-9148-7
1160,48 Carb. Only,$369.95,47-1048
1161,Dual Muffler Off Road Exhaust,From $269.90 to $279.90,
1162,Full Flow Cover - Aluminum,From $12.50 to $24.50,
1163,51 Carb. Only,$429.95,47-1050
1164,Billet Aluminum Oil Pump Cover for Full Flow,$34.50,17-2947
1165,Billet Full Flow Oil Pump Cover,$29.90,31-2942
1166,Billet Oil Pump Cover,$18.50,31-2943
1167,Full Flow Oil Pump Cover - Steel,$24.50,31-2940
1168,Muffler Kit,From $109.90 to $119.90,
1169,Racing Off-Road Silencer Kit,From $22.50 to $139.50,
1170,Billet Oil Cooler Block Off,$29.95,17-2946
1171,Side Exit Exhaust,From $119.90 to $219.90,
1172,Baja Exhaust W/Stinger,$109.90,00-3730
1173,Linkage Bearing Conversion Upgrade,$59.90,44-1127
1174,Piston Kits and Barrel Only Kits   Low Prices !!!!!,From $94.95 to $374.90,
1175,Premium Replacement Brake Pads,From $34.50 to $39.50,
1176,Replacement Brake Pads,$29.90,22-2966
1177,Baja Exhaust System,$144.95,
1178,Barrel Shim Sets,From $11.90 to $37.50,
1179,Baja Exhaust with Stinger (No Heater Boxes),$139.90,00-3743
1180,Replacement Baja Muffler Only,$54.90,00-3340
1181,"Baja Stinger & Baffle - Black, Chrome or Ceramic Coated",From $15.90 to $84.50,
1182,Exhaust Muffler Bend Only,From $18.50 to $64.90,
1183,Teflon Buttons (8),$19.90,
1184,Tru-Arc Piston Wrist Pin Retainers,$6.50,00-4068
1185,Wrist Pin Spiral Locks (8),$7.50,00-4069
1186,Grant Piston Ring Sets 85.5 - 94mm,From $19.90 to $29.90,
1187,"Total Seal Piston Rings, Sets and 2nd's Only",From $94.90 to $119.90,
1188,Blue Late Brake Reservoir Hose (7mm),From $9.00 to $109.95,
1189,Brand New Single Port Cylinder Heads,$195.00,311101353A
1190,New D-Series Single Carb Kit,$495.90,
1191,New Dual D-Series Carbs,$789.90,
1192,Replacement Emergency Brake Cables for Disc Brakes,$24.50,
1193,Cylinder Heads - Stock to Wild $139.95,From $40.00 to $524.90,
1194,GTV-2 CNC Ported Wedge Ported Heads - Pair,From $749.90 to $849.90,
1195,Manton Push Rods,$97.50,00-4032
1196,Cut to Length Chromoly Push Rods,$97.50,00-4032
1197,Valve Lash Caps (8),$11.50,00-4006
1198,Valve Locks,$7.90,00-4044
1199,Adjustable Push Rod Tubes,From $11.50 to $69.90,
1200,Aluminum Quick Change Push Rod Tube Repair  Set of 8,From $9.90 to $64.90,
1201,Chromoly Push Rods - Stock and Cut to Length,From $54.90 to $97.50,
1202,Push Rod Tubes - Stock and 40 HP,From $2.00 to $2.50,
1203,"Push Rod Tubes, Hi-Performance",From $11.50 to $69.90,
1204,Scat Adjustable Push Rod Tubes,From $9.50 to $59.90,
1205,"Set of 16, Silicone Push Rod Tube Seals",$8.50,00-9153
1206,Windage Push Rod Tubes - Stainless,From $8.50 to $54.90,
1207,Nylon Self Adjusting Push Rod Tubes (8),From $4.50 to $22.50,
1208,Valve Guides - 8mm Intake and Exhaust,From $5.00 to $6.00,
1209,Chromoly Rocker Studs,$17.90,21-2314
1210,Chromoly Spring Retainers - Set,$24.90,00-4015
1211,High Performance Solid Rocker Shafts,$49.90,21-2308
1212,High Ratio Rocker Arms 1.25 & 1.4,From $129.90 to $219.95,
1213,Racing Dual Valve Springs,$49.90,00-4037
1214,Rocker Arm 1.25 Ratio,$89.90,21-2312
1215,"Rocker Arm Kit, 1.1",$129.90,17-2954
1216,Rocker Arm Stand Shims,From $4.50 to $8.50,
1217,Rocker Shaft Side Shims,$4.50,
1218,Scat 1.1 and 1.25 Rocker Assemblies,$139.90,
1219,Scat 1.25 or 1.4 Pro Series Rocker Arms,$224.90,
1220,Scat Swivel Feet Adjusters,$27.50,20118
1221,Single or Dual Hi Rev Valve Springs & Kits,From $27.50 to $64.50,
1222,Solid Shafts for Rockers,$47.50,21-2309
1223,Stock Valve Springs,$2.90,113109623C
1224,Swivel Feet Adjusters,$24.50,00-4061
1225,Valve Adjusting Screw Set,$17.50,21-2313
1226,Valves - Stock and Stainless Steel,From $7.50 to $13.50,
1227,8 Dowel Paper Gasket - Pack of 10,$4.95,00-8142
1228,Bearing and Seal kit,$29.90,22-2851
1229,Billet Cam Plug,$9.90,16-9524
1230,Bolt on Valve Cover Kits & O - Rings,From $2.50 to $9.90,
1231,Brake Line Residual Valves,$19.90,
1232,Brass Clearanced Nuts 8 x 11mm Head,$5.90,43-6051
1233,Cam Gear Bolts,$4.50,21-4310
1234,Cam Plug,$3.95,113101157C
1235,Case Savers (8),$9.90,
1236,Chromoly Cylinder Head Studs,From $37.50 to $49.90,
1237,Complete Engine Gasket Set,From $9.95 to $12.90,
1238,Copper Head Gaskets - Shims,$25.50,
1239,Engine Hardware Kit,$19.90,
1240,Engine Lock Nut Kit,$7.50,00-9521
1241,Hex Head Oil Relief Plugs,$9.50,16-9527
1242,Long Starter Bolt,$3.90,111199101
1243,Low Profile Cam Bolts,$4.90,21-4315
1244,Lower Engine Case Studs,From $2.50 to $3.90,
1245,Main Bearing Dowel Pins (5),$3.50,111101123
1246,Metric 2lb Residual Valve,$17.90,17-2928
1247,Moly Assembly Lube,$5.90,27-0160
1248,Park Lock,$37.50,00-3155
1249,Quick Seat,$29.50,98-1900
1250,Rabbit / Scirocco Progressive Kit,$269.90,47-0800
1251,Rear Main Seal,$3.75,113105245SF
1252,Rubber Cam Plug,$4.90,040101157
1253,Stainless Steel Brake Line Kits,From $19.50 to $74.50,
1254,Stock Type 1 Cork Valve Covers,$1.00,113101481F
1255,Threaded Oil Galley Plug Kit,$11.50,16-9515
1256,Universal Case Relief Kit,$19.90,98-8635-B
1257,Engine Deflector Tin,$3.90,
1258,Billet Oil Sump Plate,From $28.50 to $32.50,
1259,Chrome Magnetic Drain Plug,$4.90,00-8856
1260,Chrome Sump Plate,From $6.50 to $9.90,
1261,Mini Oil Sump Kit,$39.90,16-9520
1262,Mini Sump W/Filter,$49.90,17-2872
1263,Oil Filter Change Kit,$8.90,
1264,Oil Pressure Adjuster Kit,$11.90,00-9198
1265,Oil Pressure Booster Kit,From $4.50 to $4.95,
1266,Oil Return Adaptor,$67.50,16-9517
1267,Oil Suction Kit,$44.50,16-9521
1268,Oil Sump  1 1/2 Qt.,$74.50,00-9142
1269,Oil Sump 3.5 Quart,$129.90,00-9143
1270,"Oil Sump Plate, Chrome",$9.90,00-8964
1271,Oil Switch,$4.75,98-9190
1272,Stock Oil Sump Plate,$6.50,98-1168
1273,Universal Remote Filter Adapter,$22.50,00-9229
1274,VW Drain Plate Cap Nut (6),$2.90,N110624
1275,VW Drain Plug,$1.75,113115193
1276,Windage Tray,$12.50,00-9147
1277,Clip on HD Valve Covers,$29.90,00-9138
1278,Empi Bolt on Valve Cover Kit,$74.90,00-8852
1279,Stock Chrome Valve Cover kit,$19.50,00-8905
