,title,price
1028,"CDB 2-1/16"" Old Style VW, Fuel Level Gauge (programmable) (90° Sweep)",85.13
1029,"CDB Old Style VW, Oil Pressure Gauge 0-100psi (90° Sweep)",110.98
1030,"CDB 2-1/16"" Old Style VW , Volt Gauge 6-18V (90° Sweep)",74.13
1031,"2 1/2"" drop spindle 5/205 front disc brake kit",458.33
1032,HP ALUM. PUSH ROD TUBES,69.83
1033,CHROME Stock VW Air Cleaner Low Profile 1BL GAUZE,23.25
1034,1 Qt Oil Sump Replacement Drain Plate Gasket Only,1.42
1035,Oil Sump Acorn Cap Nut 6-1.0 CAPNUT,0.75
1036,2PSI ALUM RESIDUAL VALVE,18.25
1037,10PSI RESIDUAL PRESSURE VALVE,19.92
1038,BRAKE PROPORTION VALVE,49.73
1039,"VALVE COVER GASKET,T2/4 1.7-2.0,PR",5.00
1040,BLACK RR ENGINE TIN W/O HOSE W/HEAT RISER,21.58
1041,Used Trailing Arm,50.00
1042,Trailing Arm Sandblasting,75.00
1043,Race Trim Bucket Seat Black Vinyl,219.08
1044,Shipping 200,200.00
1045,Fuel Filter Each,1.20
1046,EMPI DUAL CARB TWIST LINKAGE KIT,91.58
1047,Headlight Retaining Unit 67-79,34.92
1048,Oil Cooler Type 1 50-70,108.25
1049,Headlight Rim Screw,97.00
1050,CRANK PULLEY PULLING AID,29.17
1051,High Pressure Oil Filter,10.59
1052,Gasket between Oil Pump & Engine,0.83
1053,"FABRIC BRAIDED FUEL HOSE, 3.5 X 2 MM, per ft",0.52
1054,"FABRIC BRAIDED FUEL HOSE, 5 X 2.5MM, per ft",0.88
1055,"FUEL TANK SENDER, TP1 62-67",28.65
1056,MOULDING CLIP 67-79 (50),9.17
1057,"SHROUD SPACER KIT,PR.",9.92
1058,"FENDER BEADING KIT, 25' WHITE",31.25
1059,3 PC BLACK HEATER CHANNEL KIT,34.92
1060,3 PC CHROME HEATER CHANNEL KIT,36.58
1061,CENTER CAP FOR A/E 5-SPOKE,9.17
1062,Fiberglass Dune Buggy Hard Top,813.00
1063,"CLUTCH CABLE, T-2 72-79,EA",8.72
1064,REAR WHEEL CYLINDER Type 1 58-64,9.92
1065,REAR WHEEL CYLINDER Type 1 65-67,9.92
1066,BULK 4 LUG SMOOTH HUBCAP,12.75
1067,"L&R TURN SIGNAL ASSY. T-1,64-66",21.90
1068,"Deluxe Pedal Slide, Billet, w/ Throttle Pedal Provision",158.25
1069,10 AMP ATC/ATO Standard Regular Fuse Blade Type,0.40
1070,20 AMP ATC/ATO Standard Regular Fuse Blade Type,0.40
1071,"Dash Switch Threaded 14mm Nut, Escutcheon",2.78
1072,BULK BRAKE BRACKET,23.25
1073,"Baja Bumper, Rear, Shock Tower Mount",130.23
1074,CENTER CONSOLE T-1/CONV 68-79,82.32
1075,"Dash Knob, 68-72,Black",3.73
1076,"Headlight Switch Dash Knob Insert, 68-77,Black",3.27
1077,"EMPI SHOCK, L/P LOWERED",32.48
1078,"STAINLESS STEEL BRAIDED LINE 1/4""ID X 1'",3.20
1079,"GEAR SHIFT BOOT, RUBBER",8.15
1080,"H.D. OFF ROAD TAIL LIGHT RED LED, PR",66.58
1081,REBUILD KIT FOR 16-2549-0 SLAVE CYLINDER,16.58
1082,"10"" MUFFLER SPARK ARRESTER W/MOUNT",124.48
1083,"1 5/8""COMPETITION EXHAUST, W/U-BEND, CERAMIC",308.48
1084,Red LED Tear Drop Rear Tail Lights  w/Chrome Lens (pr),69.99
1085,Rear Floor Pan w/battery bracket and jack socket - right,75.00
1086,Shipping 20,20.00
1087,"AXLE SPACER SET (4), S/A",24.82
1088,Dune Buggy Battery Box - IRS,35.98
1089,EMPI ALTERNATOR CONV. KIT BLACK,172.40
1090,BLACK DOGHOUSE SHROUD W/DUCTS,84.92
1091,"SERPENTINE PULLEY KIT,BLACK",284.92
1092,"EMPI ""GT"" VALVE COVERS",124.48
1093,AXLE BOOT & KIT,7.57
1094,"MINI LED TURN/TAIL/STOP LIGHT, RED/RED/AMBER",34.92
1095,VALVE COVER GASKETS 1200 - 1600cc,1.17
1096,ALTERNATOR / GENERATOR STAND,20.98
1097,FINAL DRIVE SEAL IRS,5.00
1098,"Brake Hardware Kit, Front, Type 1, 58-64",13.70
1099,"BRAKE KIT REAR, T-1, 58-66",13.70
1100,Oil Pump Bolt Kit- Metric socket button head,2.80
1101,"VISORS,T1 65-77,CNV 73-9, IVORY",51.65
1102,EMPI CAM KIT,153.23
1103,"NOSE CONE BUSHING/SEAL HOLDER,T1, 69 - LATER",7.00
1104,Heavy Duty Engine Floor Dolly,57.40
1105,Express Shipping $28,28.00
1106,Labor 65,65.00
1107,"WIPER ARM,BUS TO 67",10.50
1108,RIGHT REAR BRAKE CALIPER W/E-BRAKE,168.57
1109,1.70 Air Jet HPMX,5.65
1110,LATE VISOR MOUNTING CLIPS IVORY,3.50
1111,First Single Show Bar,158.46
1112,4-pt Show Cage Overhead Bars Only,71.75
1113,CHROME SINGLE PORT SHROUD PR,31.58
1114,"WIPER ARM CAP NUT, SILVER",2.88
1115,CHROME REAR ENGINE TIN STOCK STYLE,26.58
1116,BLACK REAR ENGINE TIN STOCK STYLE,26.58
1117,Acorn Lug Nut Chevy,1.25
1118,CHROME FRONT ENGINE COVER LATE,28.25
1119,"Front Tin, Black, Late Doghouse Style",24.92
1120,Chrome Stock Style Oil Filler Cap,2.92
1121,CHROME ENGINE BREAST PLATE,10.42
1122,BLACK ENGINE BREAST PLATE,9.92
1123,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1124,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1125,Speedo & Other Instruments Bulb Holder,3.25
1126,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1127,"PRO-VELOCITY STACK COVER, PR",24.92
1128,FUEL GAUGE VIBRATOR STABILIZER,26.73
1129,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1130,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1131,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1132,"MAIN BEARING SET, .50/.25",43.25
1133,Mini Top White,312.50
1134,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1135,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1136,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1137,Shipping $295,295.00
1138,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1139,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1140,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1141,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1142,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1143,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1144,2-Prong Brake Light Switch,7.15
1145,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1146,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1147,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1148,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1149,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1150,6v Starter to 12v Trans Starter Bushing,4.92
1151,"Double Straps 14”, Pair",26.58
1152,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1153,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1154,Chrome Stock Style Oil Filler Cap,2.92
1155,CHROME ENGINE BREAST PLATE,10.42
1156,BLACK ENGINE BREAST PLATE,9.92
1157,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1158,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1159,Speedo & Other Instruments Bulb Holder,3.25
1160,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1161,"PRO-VELOCITY STACK COVER, PR",24.92
1162,FUEL GAUGE VIBRATOR STABILIZER,26.73
1163,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1164,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1165,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1166,"MAIN BEARING SET, .50/.25",43.25
1167,Mini Top White,312.50
1168,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1169,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1170,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1171,Shipping $295,295.00
1172,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1173,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1174,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1175,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1176,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1177,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1178,2-Prong Brake Light Switch,7.15
1179,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1180,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1181,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1182,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1183,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1184,6v Starter to 12v Trans Starter Bushing,4.92
1185,"Double Straps 14”, Pair",26.58
1186,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1187,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1188,Chrome Stock Style Oil Filler Cap,2.92
1189,CHROME ENGINE BREAST PLATE,10.42
1190,BLACK ENGINE BREAST PLATE,9.92
1191,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1192,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1193,Speedo & Other Instruments Bulb Holder,3.25
1194,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1195,"PRO-VELOCITY STACK COVER, PR",24.92
1196,FUEL GAUGE VIBRATOR STABILIZER,26.73
1197,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1198,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1199,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1200,"MAIN BEARING SET, .50/.25",43.25
1201,Mini Top White,312.50
1202,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1203,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1204,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1205,Shipping $295,295.00
1206,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1207,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1208,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1209,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1210,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1211,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1212,2-Prong Brake Light Switch,7.15
1213,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1214,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1215,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1216,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1217,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1218,6v Starter to 12v Trans Starter Bushing,4.92
1219,"Double Straps 14”, Pair",26.58
1220,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1221,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1222,Chrome Stock Style Oil Filler Cap,2.92
1223,CHROME ENGINE BREAST PLATE,10.42
1224,BLACK ENGINE BREAST PLATE,9.92
1225,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1226,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1227,Speedo & Other Instruments Bulb Holder,3.25
1228,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1229,"PRO-VELOCITY STACK COVER, PR",24.92
1230,FUEL GAUGE VIBRATOR STABILIZER,26.73
1231,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1232,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1233,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1234,"MAIN BEARING SET, .50/.25",43.25
1235,Mini Top White,312.50
1236,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1237,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1238,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1239,Shipping $295,295.00
1240,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1241,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1242,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1243,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1244,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1245,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1246,2-Prong Brake Light Switch,7.15
1247,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1248,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1249,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1250,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1251,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1252,6v Starter to 12v Trans Starter Bushing,4.92
1253,"Double Straps 14”, Pair",26.58
1254,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1255,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1256,Chrome Stock Style Oil Filler Cap,2.92
1257,CHROME ENGINE BREAST PLATE,10.42
1258,BLACK ENGINE BREAST PLATE,9.92
1259,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1260,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1261,Speedo & Other Instruments Bulb Holder,3.25
1262,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1263,"PRO-VELOCITY STACK COVER, PR",24.92
1264,FUEL GAUGE VIBRATOR STABILIZER,26.73
1265,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1266,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1267,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1268,"MAIN BEARING SET, .50/.25",43.25
1269,Mini Top White,312.50
1270,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1271,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1272,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1273,Shipping $295,295.00
1274,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1275,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1276,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1277,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1278,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1279,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1280,2-Prong Brake Light Switch,7.15
1281,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1282,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1283,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1284,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1285,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1286,6v Starter to 12v Trans Starter Bushing,4.92
1287,"Double Straps 14”, Pair",26.58
1288,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1289,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1290,Chrome Stock Style Oil Filler Cap,2.92
1291,CHROME ENGINE BREAST PLATE,10.42
1292,BLACK ENGINE BREAST PLATE,9.92
1293,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1294,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1295,Speedo & Other Instruments Bulb Holder,3.25
1296,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1297,"PRO-VELOCITY STACK COVER, PR",24.92
1298,FUEL GAUGE VIBRATOR STABILIZER,26.73
1299,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1300,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1301,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1302,"MAIN BEARING SET, .50/.25",43.25
1303,Mini Top White,312.50
1304,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1305,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1306,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1307,Shipping $295,295.00
1308,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1309,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1310,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1311,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1312,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1313,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1314,2-Prong Brake Light Switch,7.15
1315,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1316,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1317,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1318,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1319,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1320,6v Starter to 12v Trans Starter Bushing,4.92
1321,"Double Straps 14”, Pair",26.58
1322,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1323,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1324,Chrome Stock Style Oil Filler Cap,2.92
1325,CHROME ENGINE BREAST PLATE,10.42
1326,BLACK ENGINE BREAST PLATE,9.92
1327,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1328,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1329,Speedo & Other Instruments Bulb Holder,3.25
1330,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1331,"PRO-VELOCITY STACK COVER, PR",24.92
1332,FUEL GAUGE VIBRATOR STABILIZER,26.73
1333,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1334,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1335,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1336,"MAIN BEARING SET, .50/.25",43.25
1337,Mini Top White,312.50
1338,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1339,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1340,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1341,Shipping $295,295.00
1342,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1343,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1344,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1345,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1346,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1347,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1348,2-Prong Brake Light Switch,7.15
1349,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1350,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1351,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1352,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1353,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1354,6v Starter to 12v Trans Starter Bushing,4.92
1355,"Double Straps 14”, Pair",26.58
1356,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1357,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1358,Chrome Stock Style Oil Filler Cap,2.92
1359,CHROME ENGINE BREAST PLATE,10.42
1360,BLACK ENGINE BREAST PLATE,9.92
1361,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1362,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1363,Speedo & Other Instruments Bulb Holder,3.25
1364,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1365,"PRO-VELOCITY STACK COVER, PR",24.92
1366,FUEL GAUGE VIBRATOR STABILIZER,26.73
1367,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1368,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1369,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1370,"MAIN BEARING SET, .50/.25",43.25
1371,Mini Top White,312.50
1372,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1373,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1374,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1375,Shipping $295,295.00
1376,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1377,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1378,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1379,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1380,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1381,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1382,2-Prong Brake Light Switch,7.15
1383,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1384,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1385,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1386,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1387,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1388,6v Starter to 12v Trans Starter Bushing,4.92
1389,"Double Straps 14”, Pair",26.58
1390,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1391,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1392,Chrome Stock Style Oil Filler Cap,2.92
1393,CHROME ENGINE BREAST PLATE,10.42
1394,BLACK ENGINE BREAST PLATE,9.92
1395,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1396,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1397,Speedo & Other Instruments Bulb Holder,3.25
1398,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1399,"PRO-VELOCITY STACK COVER, PR",24.92
1400,FUEL GAUGE VIBRATOR STABILIZER,26.73
1401,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1402,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1403,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1404,"MAIN BEARING SET, .50/.25",43.25
1405,Mini Top White,312.50
1406,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1407,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1408,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1409,Shipping $295,295.00
1410,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1411,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1412,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1413,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1414,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1415,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1416,2-Prong Brake Light Switch,7.15
1417,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1418,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1419,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1420,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1421,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1422,6v Starter to 12v Trans Starter Bushing,4.92
1423,"Double Straps 14”, Pair",26.58
1424,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1425,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1426,Chrome Stock Style Oil Filler Cap,2.92
1427,CHROME ENGINE BREAST PLATE,10.42
1428,BLACK ENGINE BREAST PLATE,9.92
1429,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1430,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1431,Speedo & Other Instruments Bulb Holder,3.25
1432,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1433,"PRO-VELOCITY STACK COVER, PR",24.92
1434,FUEL GAUGE VIBRATOR STABILIZER,26.73
1435,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1436,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1437,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1438,"MAIN BEARING SET, .50/.25",43.25
1439,Mini Top White,312.50
1440,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1441,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1442,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1443,Shipping $295,295.00
1444,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1445,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1446,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1447,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1448,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1449,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1450,2-Prong Brake Light Switch,7.15
1451,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1452,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1453,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1454,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1455,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1456,6v Starter to 12v Trans Starter Bushing,4.92
1457,"Double Straps 14”, Pair",26.58
1458,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1459,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1460,Chrome Stock Style Oil Filler Cap,2.92
1461,CHROME ENGINE BREAST PLATE,10.42
1462,BLACK ENGINE BREAST PLATE,9.92
1463,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1464,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1465,Speedo & Other Instruments Bulb Holder,3.25
1466,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1467,"PRO-VELOCITY STACK COVER, PR",24.92
1468,FUEL GAUGE VIBRATOR STABILIZER,26.73
1469,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1470,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1471,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1472,"MAIN BEARING SET, .50/.25",43.25
1473,Mini Top White,312.50
1474,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1475,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1476,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1477,Shipping $295,295.00
